"state_reported","office_name_reported","landing_site_reported","year_reported","month_reported","receipt_date_reported","period_start_reported","period_end_reported","eu_rnpa_reported","eu_name_reported","vessel_rnpa_reported","vessel_name_reported","fleet_reported","aquaculture_reported","est_aquaculture_production","est_sector","taxa_group_reported","est_taxa_group","taxa_name_reported","clean_taxa_name","common_name_clean","scientific_name_reported","est_Major_Functional_Group","landed_weight_reported","live_weight_reported","est_weight_kg","value_reported"
"SONORA","PUERTO PEÑASCO","PUERTO PEÑASCO",2013,9,2013-09-04,2013-08-24,2013-09-04,"2607004104","JORGE FRANCISCO MENDOZA RAMIREZ","00050203","CAPITAN SANABRIA",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTA ALETA DE FCA.","MANTA","manta",NA,"demersal marine fishes",5000,10000,10000,50000
"BAJA CALIFORNIA SUR","LORETO","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,8,2001-08-15,2001-02-22,2001-02-22,"9999999999","NO DISPONIBLE","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CALAMAR","CALAMAR","CALAMAR GIGANTE PULPA FCA. DE","CALAMAR GIGANTE PULPA","calamar gigante pulpa",NA,"cephalopods",16800,33600,33600,16800
"SINALOA","ESCUINAPA","LA BRECHA TEACAPAN",2009,2,2009-02-21,2009-02-16,2009-02-21,"2504001567","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA PESCADORES DE LA BRECHA SC DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LISA","LISA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","lisa","Mugil Cephalus","demersal marine fishes",319,319,319,2233
"SONORA","GUAYMAS","GUAYMAS",2004,7,2004-07-22,2004-01-01,2004-01-01,"2604006052","PESQUERA PALOMA SA DE CV","00049213","JUAN LOPEZ VENTURA I",NA,NA,"not aquaculture","marine: fishery sector yet to be classified","CALAMAR","CALAMAR","CALAMAR GIGANTE ENT. FCO.","CALAMAR GIGANTE","calamar gigante",NA,"cephalopods",15000,15000,15000,30000
"BAJA CALIFORNIA","BAHIA DE LOS ANGELES","BAHIA DE LOS ANGELES",2009,9,2009-09-26,2009-09-20,2009-09-26,"0203010756","VICTOR IGNACIO LIZARRAGA SANCHEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CABRILLA","CABRILLA","CABRILLA DESV. FCA.","CABRILLA","cabrilla",NA,"demersal marine fishes",158,173.8,173.8,1264
"SINALOA","MAZATLAN","MAZATLAN",2014,10,2014-10-06,2014-09-14,2014-10-02,"2508005648","PESQUERIA 15 DE SEPTIEMBRE, SA DE CV","00055517","DOÑA DELFINA VI",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON CAFE DESC. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",68,108.8,108.8,6800
"NAYARIT","SAN BLAS","BOCA DEL ASADERO",2025,1,2025-01-29,2025-01-29,2025-01-29,"1802002368","JOSE RAFAEL REGALADO JACOBO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BANDERA","BANDERA","BANDERA ENT. FCA.","BANDERA","bandera",NA,"demersal marine fishes",50,50,50,600
"SINALOA","MAZATLAN","MAZATLAN",2013,2,2013-02-20,2013-01-16,2013-02-19,"2508011182","PESCA INTEGRA DE ALTA MAR, SA DE CV","00054197","SEBASTIAN XII (LALO VILLAVICENCIO)",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON PACOTILLA DESC. FCO.","CAMARON PACOTILLA","camaron pacotilla",NA,"shrimps, prawns",845,1352,1352,33800
"NAYARIT","SAN BLAS","ESTERO EL POZO (MARGEN IZQUIERDA)",2009,10,2009-10-16,2009-10-14,2009-10-16,"1802002244","JOSE FELICIANO MENDIAS CRUZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",95,104.5,104.5,4750
"NAYARIT","TUXPAN",NA,2019,6,2019-06-19,2019-06-19,2019-06-19,"1805002316","SANCHEZ AMPARO PRODUCE SPR DE RL","18031518","GRANJA DE TICHA",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",2160,2160,2160,205200
"SINALOA","GUASAVE","CERRO CABEZON",2008,10,2008-10-07,2008-10-07,2008-10-07,"2505001889","AX SA DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",54130,54130,54130,541300
"NAYARIT","SAN BLAS","LA NUEVA """"U""""",2012,8,2012-08-09,2012-08-06,2012-08-09,"1802002186","SALVADOR VELASCO OCHOA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BURRO ENT. FCO.","BURRO","burro",NA,"demersal marine fishes",300,300,300,2400
"NAYARIT","TECUALA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2000,10,2000-10-26,2000-02-24,2000-02-24,"1803000643","SCPPA CECILIO RENDON MORA SC DE RL DE CV","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO ENT. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",15,15,15,450
"SINALOA","MAZATLAN","MAZATLAN",2021,10,2021-10-11,2021-09-21,2021-10-08,"2508015001","PESQUERA JULIANA, SA DE CV","00014985","GERARDITO","large_scale",NA,"possibly aquaculture","marine: large-scale capture","CAMARON","CAMARON","CAMARON CAFE DESC. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",463,740.8,740.8,46300
"SINALOA","TOPOLOBAMPO","TOPOLOBAMPO",2007,3,2007-03-30,2007-03-27,2007-03-29,"2511001204","SCPP PESCADORES UNIDOS DEL MABIRI SC DE RL","00000000","",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO DESC. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",850,1360,1360,34000
"NAYARIT","PEÑITA DE JALTEMBA","CHACALA",2015,3,2015-03-22,2015-03-20,2015-03-22,"1801001387","NOLBERTO MUÑOZ MEZA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","FLAMENCO DESV. FCO.","FLAMENCO","flamenco",NA,"demersal marine fishes",2,2.2,2.2,60
"SINALOA","ESCUINAPA","PLAYA TEACAPAN",2022,7,2022-07-19,2022-07-16,2022-07-18,"2504002201","CANDELARIO IBARRA  MARTINEZ","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","LISA","LISA","LISETA ENT. FCA.","LISETA","liseta",NA,"demersal marine fishes",300,300,300,2700
"SINALOA","MAZATLAN","PUENTE JUAREZ",2016,10,2016-10-10,2016-10-03,2016-10-10,"2508015787","JUAN JOSE CASTRO ARAUJO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",80,80,80,1440
"SONORA","GUAYMAS","GUAYMAS",2019,5,2019-05-08,2019-05-06,2019-05-07,"0203011630","MARITIMA INTERCONTINENTAL SA DE CV","00038935","CARLI-FORNIA","large_scale",NA,"unlikely aquaculture","marine: large-scale capture","SARDINA","SARDINA","SARDINA MONTERREY ENT. FCA. (SARDINOPS SAGAX)","SARDINA MONTERREY (SARDINOPS SAGAX)","sardina monterrey","Sardinops Sagax","anchovy & sardine (small pelagics)",100000,116000,116000,200000
"NAYARIT","SAN BLAS","LA NUEVA """"U""""",2014,5,2014-05-21,2014-05-19,2014-05-21,"1802001857","SCPP DE ALT PESC DEL PTO DE SAN BLAS SC RL CV","00000000","",NA,"no","possibly aquaculture","freshwater or marine: fishery sector yet to be classified","MOJARRA","MOJARRA","MOJARRA ENT. FCA.","MOJARRA","mojarra",NA,"marine or freshwater fishes nei",200,200,200,1200
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA (B.C.S.)",2023,3,2023-03-13,2023-03-11,2023-03-12,"0312002975","SCPP PESCADORES DE LA HIDALGO SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CABRILLA","CABRILLA","CABRILLA ENT. FCA.","CABRILLA","cabrilla",NA,"demersal marine fishes",91,91,91,1820
"SINALOA","MAZATLAN","MAZATLAN",2007,3,2007-03-27,2007-02-25,2007-03-24,"2508000789","SCPP ARTICULO 27 CONSTITUCIONAL, SC DE RL DE CV","00015313","ARTICULO 27 CONSTITUCIONAL IV",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",100,100,100,400
"SONORA","HUATABAMPO","SANTA BARBARA",2006,8,2006-08-21,2006-08-19,2006-08-21,"2609001561","SCPP  DE ALTAMAR Y RIBERA CABO CORRIENTE SCL","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","BERRUGATA","BERRUGATA","BERRUGATA ENT. FCA.","BERRUGATA","berrugata",NA,"demersal marine fishes",2400,2400,2400,12000
"NAYARIT","TUXPAN","EMBARCADERO DE PERICOS",2020,6,2020-06-20,2020-06-16,2020-06-18,"1805000708","SCPP Y AC GRANJEROS DE PERICOS SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BANDERA","BANDERA","CHIHUIL ENT. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",225,225,225,2250
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2019,6,2019-06-30,2019-06-25,2019-06-30,"2508012057","LEOBARDO SANCHEZ ARAMBURO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",60,60,60,1800
"SINALOA","ESCUINAPA","LOS SABALOS",2010,4,2010-04-17,2010-04-15,2010-04-17,"2504000742","SCPP RIBEREÑA GERMINAL ARAMBURO CRISTERNA SC DE RL.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA DESV. FCA.","CORVINA","corvina",NA,"demersal marine fishes",8,8.8,8.8,200
"SINALOA","ESCUINAPA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2002,11,2002-11-20,2002-07-28,2002-07-28,"2504000973","BENITO RAYGOZA AGUILAR","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",400,400,400,2000
"BAJA CALIFORNIA","VILLA DE JESUS MARIA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2003,5,2003-05-14,2003-09-28,2003-09-28,"0203010806","FRANCISCO JAVIER VALENCIA REDONDO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","TIBURON DESV. Y DESC. FCO.","TIBURON","tiburon",NA,"sharks",345,517.5,517.5,2760
"NAYARIT","TECUALA","PLAYA DE NOVILLERO",2015,2,2015-02-20,2015-02-18,2015-02-20,"1803001211","GUSTAVO  GONZÁLEZ VILLELA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",35,38.5,38.5,3150
"SINALOA","TOPOLOBAMPO","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,4,2001-04-23,NA,NA,"2511001246","SCPP CERRO DE SAN CARLOS SC DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LISA","LISA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","lisa","Mugil Cephalus","demersal marine fishes",1300,1300,1300,5200
"BAJA CALIFORNIA","BAHIA DE LOS ANGELES","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2000,8,2000-08-17,2000-01-21,2000-01-21,"0203010913","MARIA GUADALUPE MEZA HIGUERA","00000000","",NA,"no","possibly aquaculture","freshwater or marine: fishery sector yet to be classified","MOJARRA","MOJARRA","MOJARRA ENT. FCA.","MOJARRA","mojarra",NA,"marine or freshwater fishes nei",209,209,209,1045
"NAYARIT","TUXPAN","CHIRIMOYO, EL",2013,12,2013-12-05,2013-12-02,2013-12-05,"1805001409","CANDELARIA DEL VILLAR AVILA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","CONSTANTINO ENT. FCO.","CONSTANTINO","constantino",NA,"demersal marine fishes",940,940,940,14100
"JALISCO","PUERTO VALLARTA","PLAYA PIZOTA",2024,2,2024-02-06,2024-01-01,2024-01-31,"1406000990","SCPP EL PEZADERO SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","GUACHINANGO","GUACHINANGO","GUACHINANGO ENT. FCO.","GUACHINANGO","guachinango",NA,"demersal marine fishes",1500,1500,1500,180000
"SINALOA","LOS MOCHIS","LA BALLENA",2014,11,2014-11-13,2014-11-08,2014-11-12,"2507005250","SCPP ESTERO LA COMISION SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",381,381,381,6477
"SINALOA","GUASAVE",NA,2018,9,2018-09-04,2018-09-04,2018-09-04,"2505005831","MARIO ALBERTO PEREA RUELAS","25232356","MARIO ALBERTO PEREA RUELAS",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",12981,12981,12981,973575
"NAYARIT","PEÑITA DE JALTEMBA","ESCOLLERA, LA",2009,1,2009-01-22,2009-01-20,2009-01-22,"1801000744","COSTA DE CHILA PEÑITA Y BOCA DE AMECA SC RL CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",200,220,220,6000
"NAYARIT","TUXPAN","EMBARCADERO DE PERICOS",2024,3,2024-03-20,2024-03-19,2024-03-20,"1805000708","SCPP Y AC GRANJEROS DE PERICOS SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","ROBALO","ROBALO","CONSTANTINO ENT. FCO.","CONSTANTINO","constantino",NA,"demersal marine fishes",49,49,49,2940
"NAYARIT","PEÑITA DE JALTEMBA","PENITA, LA",2017,5,2017-05-11,2017-05-09,2017-05-11,"1801001551","SOCIEDAD COOPERATIVA PESQUERA LA PEÑA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA ENT. FCA.","CORVINA","corvina",NA,"demersal marine fishes",320,320,320,7360
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SAN BRUNO (EN SANTA ROSALIA)",2024,9,2024-09-17,2024-09-15,2024-09-17,"0312002611","SCPP PESCADORES DE LOMA AZUL SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",354,389.4,389.4,53100
"SINALOA","LOS MOCHIS",NA,2020,8,2020-08-21,2020-08-21,2020-08-21,"2507001069","LAGUNA DE ORO SPR DE RI","25049495","LAGUNA DE ORO SECCION II",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",50525,50525,50525,3536750
"BAJA CALIFORNIA SUR","LA PAZ","LOS BARRILES",2013,4,2013-04-06,2013-04-03,2013-04-05,"0305006868","SC LOS BARRILES SC DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","COCHI ENT. FCO.","COCHI","cochi",NA,"demersal marine fishes",200,200,200,2000
"SINALOA","CULIACAN",NA,2023,11,2023-11-29,NA,NA,"2509003253","ACUICOLA BELPA SA DE CV","26002311","ACUICOLA BELPA, S.A. DE C.V.",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO.","CAMARON BLANCO","camaron blanco",NA,"shrimps, prawns",9179,9179,9179,642530
"NAYARIT","SAN BLAS","LA NUEVA """"U""""",2014,10,2014-10-24,2014-10-19,2014-10-24,"1802002277","MELITON IBARRIA RIVERA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",300,300,300,2700
"NAYARIT","SAN BLAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,2,2001-02-10,NA,NA,"1802000073","MANUEL LOPEZ BARAJAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. Y DESC. FCO.","CAZON","cazon",NA,"sharks",17,21.25,21.25,425
"SINALOA","NAVOLATO","EL CASTILLO",2019,12,2019-12-13,2019-12-08,2019-12-13,"2501000448","S.C.P.P. PESCADORES DE LA BOCA DEL RIO CULIACAN S.C.L. DE C.V.","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON AZUL ENT. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",6350,6350,6350,508000
"NAYARIT","SAN BLAS","LA NUEVA ""U""",2020,4,2020-04-26,2020-04-06,2020-04-26,"1802002640","VICTOR  MANUEL  SOTELO  RENDON","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","TIBURON","TIBURON","TIBURON CORNUDA PRIETA DESV. Y DESC. FCO. (SPHYRNA ZYGAENA)","TIBURON CORNUDA PRIETA (SPHYRNA ZYGAENA)","tiburon cornuda prieta","Sphyrna Zygaena","sharks",6030,7537.5,7537.5,90450
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2019,3,2019-03-29,2019-03-21,2019-03-29,"2508012032","ARIEL AURELIO BASTIDAS","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BANDERA","BANDERA","CHIHUIL ENT. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",40,40,40,400
"BAJA CALIFORNIA","EL ROSARIO","VALLE TRANQUILO",2019,6,2019-06-01,2019-06-01,2019-06-05,"0203126974","ISLA SAN GERONIMO SPR DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CABRILLA","CABRILLA","VERDILLO ENT. FCO.","VERDILLO","verdillo",NA,"demersal marine fishes",350,350,350,4200
"BAJA CALIFORNIA","SAN FELIPE","SAN LUIS GONZAGA B.C.N.",2012,12,2012-12-13,2012-12-10,2012-12-12,"0207001967","ALEJANDRO JOSE DOUGLAS HUIZAR","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTARRAYA ALETA FCA.","MANTARRAYA","mantarraya",NA,"demersal marine fishes",500,1000,1000,6500
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA BENTONITA",2017,10,2017-10-31,2017-10-28,2017-10-30,"0305006678","LA ALMEJITA SOCIEDAD COOPERATIVA SCP","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","LUNAREJO ENT. FCO.","LUNAREJO","lunarejo",NA,"demersal marine fishes",480,480,480,8640
"NAYARIT","TECUALA","CANAL DE CUAUTLA",2005,2,2005-02-24,2005-02-24,2005-02-26,"1803000742","MARIA LOURDES PEREZ BARRIOS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BANDERA","BANDERA","CHIHUIL DESV. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",500,550,550,3500
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA (B.C.S.)",2009,4,2009-04-03,2009-04-01,2009-04-03,"0312002074","S.C.P.P. PIEDRA BLANCA, S.C. DE R.L.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO AMARILLO DESV. FCO.","PARGO AMARILLO","pargo amarillo",NA,"demersal marine fishes",148,162.8,162.8,3700
"BAJA CALIFORNIA","SAN FELIPE","SAN FELIPE",2012,9,2012-09-21,2012-09-19,2012-09-20,"0207001751","LOS AMIGOS DEL PUERTO SPR DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",58,92.8,92.8,2900
"NAYARIT","SAN BLAS","RAMPA, LA (DARSENA NO. 1)",2007,7,2007-07-12,2007-07-09,2007-07-12,"1802001931","SCPP AM FRAY JUNIPERO SERRA SC DE RL DE CV","00000000","",NA,NA,"not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. Y DESC. FCO.","CAZON","cazon",NA,"sharks",530,662.5,662.5,10600
"BAJA CALIFORNIA","SAN FELIPE","SAN LUIS GONZAGA",2014,4,2014-04-12,2014-04-11,2014-04-12,"0203011606","JUANITA  ROBLES SANCHEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTARRAYA ALETA FCA.","MANTARRAYA","mantarraya",NA,"demersal marine fishes",40,80,80,560
"SONORA","PUERTO PEÑASCO","EL DESEMBOQUE",2022,8,2022-08-04,2022-07-18,2022-07-22,"2607604374","DESIERTO DEL DESEMBOQUE SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA PULPA DE FCA.","JAIBA","jaiba",NA,"crustaceans",216,1296,1296,43200
"SINALOA","LOS MOCHIS",NA,2020,10,2020-10-19,2020-10-19,2020-10-19,"2507003412","SCPA PLAYA ESCONDIDA SCDE RL","0000000_",NA,NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",8725,8725,8725,610750
"SINALOA","MAZATLAN","BARRA DE PIAXTLA",2013,5,2013-05-19,2013-05-06,2013-05-17,"2508013436","ALBERTO LOPEZ HERNANDEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","TORO ENT. FCO.","TORO","toro",NA,"sharks",60,60,60,720
"SINALOA","LA REFORMA","LA REFORMA",2023,10,2023-10-27,2023-10-14,2023-10-16,"2506001722","RAUL ARTURO MONTOYA MONTOYA","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CORVINA","CORVINA","CORVINA BLANCA ENT. FCA.","CORVINA BLANCA","corvina blanca",NA,"demersal marine fishes",300,300,300,22500
"SINALOA","ESCUINAPA","PLAYA DE TEACAPAN",2008,2,2008-02-08,2008-02-06,2008-02-08,"2504001161","JOSE TRINIDAD IBARRA PEREZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LENGUADO","LENGUADO","LENGUA ENT. FCA.","LENGUA","lengua",NA,"demersal marine fishes",200,200,200,1200
"BAJA CALIFORNIA SUR","SANTA ROSALIA","MULEGE",2015,3,2015-03-07,2015-03-05,2015-03-07,"0312000730","EFREN NARANJO RIVERA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JUREL","ESMEDREGAL","JUREL ENT. FCO. (SERIOLA LALANDI)","JUREL (SERIOLA LALANDI)","jurel","Seriola Lalandi","pelagic marine fish (excl. anchovy & sardine)",1500,1500,1500,30000
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","Las Casitas (Laguna Ojo de Liebre)",2017,4,2017-04-04,2017-04-04,2017-04-04,"0304000144","LUCINA AMADOR TREJO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. FCO.","CAZON","cazon",NA,"sharks",18,19.8,19.8,270
"SINALOA","LA REFORMA","LA REFORMA",2023,1,2023-01-19,2023-01-17,2023-01-19,"2506002795","MANUEL ENRIQUE PE�UELAS  ANGULO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTA DESV. FCA.","MANTA","manta",NA,"demersal marine fishes",1500,1650,1650,75000
