"year","OHI_region_est","taxon_key","taxon_level","estimated_genus_name","annual_Catch_kg","n_landings_records","mean_Catch_2018.22_kg","n.years_Catch_2018.22","status","control","carta_source","Year_of_Recommendation","notes","carta_recommendation_source","catch_vs_reference_expectation","Stock_Status"
2021,"region_9","oligoplites altus","species","oligoplites",353,2,1086.6,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_9","oligoplites altus","species","oligoplites",600,3,1086.6,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2024,"region_9","oligoplites altus","species","oligoplites",700,2,1086.6,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2018,"region_9","panulirus argus","species","panulirus",43752,110,29588.75,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.67628336990309
2019,"region_9","panulirus argus","species","panulirus",64943,120,29588.75,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.455611074326717
2020,"region_9","panulirus argus","species","panulirus",7991,19,29588.75,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_9","panulirus argus","species","panulirus",1669,2,29588.75,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2023,"region_9","panulirus argus","species","panulirus",400,2,29588.75,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2019,"region_9","panulirus gracilis","species","panulirus",1500,2,2148.75,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,"Nayarit has development potential, but went with the average","original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2020,"region_9","panulirus gracilis","species","panulirus",1845,16,2148.75,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,"Nayarit has development potential, but went with the average","original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","panulirus gracilis","species","panulirus",2717,21,2148.75,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,"Nayarit has development potential, but went with the average","original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.790853882959146
2022,"region_9","panulirus gracilis","species","panulirus",2533,21,2148.75,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,"Nayarit has development potential, but went with the average","original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.848302408211607
2023,"region_9","panulirus gracilis","species","panulirus",2087,17,2148.75,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,"Nayarit has development potential, but went with the average","original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","paralabrax auroguttatus","species","paralabrax",9460,26,3637.975,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",0.384563953488372
2019,"region_9","paralabrax auroguttatus","species","paralabrax",4081,13,3637.975,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",0.89144204851752
2020,"region_9","paralabrax auroguttatus","species","paralabrax",107.8,1,3637.975,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2021,"region_9","paralabrax auroguttatus","species","paralabrax",903.1,2,3637.975,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2023,"region_9","paralabrax auroguttatus","species","paralabrax",46,1,3637.975,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2024,"region_9","paralabrax auroguttatus","species","paralabrax",377,2,3637.975,4,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
