"year","Stock","total_biomass_kg","total_revenue","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name"
2010,"Turbo",14970,312650,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2011,"Turbo",11985,244540,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2012,"Turbo",300,6000,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2013,"Turbo",1719,41128,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2014,"Turbo",1756,44900,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2015,"Turbo",12530,286480,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2016,"Turbo",11161,544919,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2017,"Turbo",8293,253080,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2018,"Turbo",10361,430397,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2019,"Turbo",10073,343884.85,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2020,"Turbo",7351,392750.63,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2021,"Turbo",6941,260559.83,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2022,"Turbo",8451,290690.45,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2023,"Turbo",11415,263271,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2024,"Turbo",8019,131715.44,"Molluscs excl. Cephalopods","CARACOL","Turbinidae"
2000,"Xenichthys",200,200,"Demersal marine fishes","OTRAS","Haemulidae"
2001,"Xenichthys",901,2852,"Demersal marine fishes","OTRAS","Haemulidae"
2003,"Xenichthys",787,5574,"Demersal marine fishes","OTRAS","Haemulidae"
2006,"Xenichthys",120,360,"Demersal marine fishes","OTRAS","Haemulidae"
2007,"Xenichthys",155,609,"Demersal marine fishes","OTRAS","Haemulidae"
2009,"Xenichthys",108,1740,"Demersal marine fishes","OTRAS","Haemulidae"
2010,"Xenichthys",1317,9155,"Demersal marine fishes","OTRAS","Haemulidae"
2011,"Xenichthys",823,10325,"Demersal marine fishes","OTRAS","Haemulidae"
2012,"Xenichthys",7,84,"Demersal marine fishes","OTRAS","Haemulidae"
2013,"Xenichthys",6603,69089,"Demersal marine fishes","OTRAS","Haemulidae"
2014,"Xenichthys",2001,23325,"Demersal marine fishes","OTRAS","Haemulidae"
2015,"Xenichthys",2636,56905,"Demersal marine fishes","OTRAS","Haemulidae"
2016,"Xenichthys",5024,98895,"Demersal marine fishes","OTRAS","Haemulidae"
